,Selfies
6098,C C Branch1 C C C C@@H1 N C =Branch1 C =O C@H1 Branch1 Branch1 C C C N N C =Branch1 C =O C@H1 Branch1 =Branch1 C Branch1 C C C N C =Branch1 C =O C@H1 C C C N Ring1 Branch1 C =Branch1 C =O C@H1 Branch1 #Branch2 C C =C C =C C =C Ring1 =Branch1 N C =Branch1 C =O C@@H1 Branch1 #Branch1 C C Branch1 C C C N C =Branch1 C =O C@@H1 Branch1 Branch1 C C C N N C =Branch1 C =O C@H1 Branch1 =Branch1 C Branch1 C C C N C =Branch1 C =O C@@H1 C C C N Ring1 Branch1 C =Branch1 C =O C@H1 Branch1 #Branch2 C C =C C =C C =C Ring1 =Branch1 N C Ring2 =Branch1 =N =O
4579,C S =Branch1 C =O =Branch1 C =O C =C C =C Branch2 Ring1 Ring2 C Branch1 C O C Branch1 Ring1 C F N C =Branch1 C =O C Branch1 C Cl Cl C =C Ring1 P
3146,C N Branch2 Ring1 Branch2 C =Branch1 C =O C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C =C C =C C =C Ring1 =Branch1 C@H1 Branch1 N C N C C C Branch1 C O C Ring1 =Branch1 C =C C =C C =C Ring1 =Branch1
5768,C N C =Branch1 C =O C N Branch2 Ring1 #C C C N Branch2 Ring1 Ring1 C C N Branch1 #Branch1 C C =Branch1 C =O O C C =Branch1 C =O N C C C =Branch1 C =O O C C =Branch1 C =O O
508,O =C C =C C =C N Ring1 =Branch1 C C@H1 C N C Branch1 C Br C@@H1 Ring1 =Branch2 C Ring1 #Branch1
5861,C C N =C Branch2 Ring1 C N C =Branch1 C =O N C C C C@H1 Ring1 Branch1 C Branch1 C N =O S C =Ring1 S C =C C =N C Branch1 S C Branch1 C C Branch1 C C C Branch1 C F Branch1 C F F =C Ring1 =N
2260,F C Branch1 C F Branch1 C F C =C C =C C Branch2 Ring1 N C =C C N Branch1 P C C C =C C =C C =C C =C C Ring1 =Branch1 =C Ring1 #Branch2 C C Ring2 Ring1 C =C Ring2 Ring1 Branch2
1636,C C O C =Branch1 C =O N Branch1 #Branch2 C C =C C =C C =C Ring1 =Branch1 C C C Ring1 Ring1
7337,C O /N =C Branch2 Ring2 =Branch2 /C =Branch1 C =O N C@H1 C =Branch1 C =O N C Branch1 =Branch1 C =Branch1 C =O O =C Branch1 O C =C C S C =N C =Ring1 Branch1 C C S C@@H1 Ring2 Ring1 Ring2 Ring1 P C =C S C Branch1 C N =N Ring1 =Branch1
7528,C C@H1 C C@H1 C@@H1 C@H1 Branch2 Ring1 Branch2 C@H1 Branch1 C O C C@@ Ring1 #Branch1 Branch1 C C C@@ Ring1 O Branch1 C O C =Branch1 C =O C O C@ Branch1 C C C =C C =Branch1 C =O C =C Ring1 Branch2 C C@H1 Ring2 Ring1 #Branch1 Cl
60,N C =C C =C Branch1 =Branch1 C =Branch1 C =O O C =C Ring1 =Branch2
2505,O =C NH1 C =C C =C C =C Ring1 =Branch1 N Ring1 =Branch2 C C C N Branch1 N C C O C =C C =C C =C Ring1 =Branch1 C C Ring1 #C
1976,C O C =C Branch1 =Branch1 C =Branch1 C =O O N C =Branch1 C =O C Branch2 Ring1 C N C =Branch1 C =O C Branch1 C N C C =C C C =C Ring1 =Branch1 C Ring1 S S C Ring2 Ring1 #Branch1
2886,C C Branch1 C C S C@H1 C Branch2 Branch1 P N C =Branch1 C =O C@@H1 Branch2 Ring2 =N N C =Branch1 C =O C =C C =C Branch2 Ring1 O C =C C =C Branch1 P S =Branch1 C =O =Branch1 C =O N Branch1 Ring2 C C O C C O C =C Ring1 S NH1 C Ring2 Ring1 =Branch1 =O C =C C =C Branch1 C O C =C Ring1 #Branch1 C =Branch1 C =O N Ring2 Ring2 #Branch2 C@H1 Ring2 Ring2 =C C =Branch1 C =O O
5545,N C@@H1 Branch2 Ring2 =Branch1 C C =C C Branch1 C I =C Branch2 Ring1 Ring1 O C =C C Branch1 C I =C Branch1 C O C Branch1 C I =C Ring1 =Branch2 C Branch1 C I =C Ring2 Ring1 C C =Branch1 C =O O
4184,C C =Branch1 C =O O C C =Branch1 C =O C C Branch1 C C C C C C C Branch1 C F C =C C =Branch1 C =O C =C C Ring1 #Branch1 Branch1 C C C Ring1 =N Branch1 C Cl C Branch1 C O C C Ring2 Ring1 Ring1 Ring2 Ring1 #Branch1 C
394,C C =C C =C C Branch1 C Cl =C Ring1 #Branch1 N C =N C =C C =C Branch1 N N C C N C Branch1 C C C Ring1 #Branch1 N =C Ring1 =N N C =N C =C Ring2 Ring1 Ring2 Ring1 Branch1
2343,N C@@H1 Branch2 Ring1 #C C =Branch1 C =O N C@@H1 C =Branch1 C =O N C Branch1 =Branch1 C =Branch1 C =O O =C Branch1 C Cl C S C@H1 Ring1 =N Ring1 #Branch2 C =C C =C C =C Ring1 =Branch1
628,F C Branch1 C F O C Branch1 C F C Branch1 C F Branch1 C F F
2686,C C =Branch1 C =O C Branch1 C O C C C@H1 C@@H1 C C C =C C =Branch1 C =O C =C C Ring1 #Branch1 Branch1 C C C@H1 Ring1 N C@@H1 Branch1 C O C C Ring1 P Ring2 Ring1 Branch1 C
83,O =C NH1 C =N C =C Ring1 =Branch1 N =C N Ring1 Branch1 C@@H1 C C C@H1 Branch1 Ring1 C O O Ring1 #Branch1
945,C C C C C Branch1 C C C
3487,C S C =C C =C C =Branch1 Ring2 =C Ring1 =Branch1 C@@H1 Branch1 N N C C N Branch1 C C C C Ring1 #Branch1 C C =C C =C C =C Ring1 =Branch1 S Ring2 Ring1 Ring1
2449,O =C C N Branch1 C O C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 =C C =C Branch1 C Cl C =C C Ring1 #Branch1 =N Ring2 Ring1 Ring1
6509,C O C@ C@H1 Branch1 Branch2 C O C Branch1 C N =O C =C Branch1 P C =Branch1 C =O C Branch1 C C =C Branch1 C N C Ring1 =Branch2 =O N Ring2 Ring1 C C C@@H1 N C@@H1 Ring1 Ring1 Ring2 Ring1 =Branch1
6874,C C =Branch1 #Branch1 =C C =Branch1 C =O O /C =C /C =C Branch1 C C \C =C /C =C Branch1 C C C C C C Ring1 #Branch1 Branch1 C C C
1051,O =C Branch2 Ring1 #Branch2 C C C N C C C N Branch1 N C =C C =C Branch1 C Cl C =C Ring1 #Branch1 C C Ring1 =C C =C C =C Branch1 C F C =C Ring1 #Branch1
7625,N C C C@@H1 Branch1 C O C =Branch1 C =O N C@@H1 C C@H1 Branch1 C N C@H1 Branch2 Ring1 Branch1 O C@@H1 O C@@H1 Branch1 Ring1 C N C@@H1 Branch1 C O C@H1 Branch1 C O C@@H1 Ring1 #Branch2 O C@H1 Branch1 C O C@@H1 Ring2 Ring1 Ring2 O C@@H1 O C@@H1 Branch1 Ring1 C O C@@H1 Branch1 C O C@H1 Branch1 C N C@@H1 Ring1 #Branch2 O
326,O =C Branch1 O O C C =C C =C C =C Ring1 =Branch1 N C C C Branch1 O C N C =N C =C C =N Ring1 =Branch1 C C Ring1 =C
1393,C C C C C =C C =C Branch1 C O C =C Ring1 #Branch1 C Ring1 O Branch1 C C C C N Ring1 =C C C C =C C =C C =C Ring1 =Branch1
7093,C C C C C C C C C C C C C C C C C C =Branch1 C =O O C C =Branch1 C =O O C C =Branch1 C =O C@@ Branch1 C O C C C@H1 C@H1 C C C =C C =Branch1 C =O C =C C@@ Ring1 #Branch1 Branch1 C C C@H1 Ring1 N C@H1 Branch1 C O C C@ Ring1 P Ring2 Ring1 Branch1 C
7198,C C C@@H1 O C =Branch1 C =O C@H1 Branch1 C C C@@H1 Branch2 Ring1 #Branch1 O C@H1 C C@@ Branch1 C C Branch1 Ring1 O C C@H1 Branch1 C O C@H1 Branch1 C C O Ring1 O C@H1 Branch1 C C C@@H1 Branch2 Ring1 Branch1 O C@@H1 O C@@H1 Branch1 C C C C@@H1 Branch1 =Branch1 N Branch1 C C C C@@H1 Ring1 #Branch2 O C@ Branch1 C C Branch1 C O C C@@H1 Branch1 C C C =Branch1 C =O C@@H1 Branch1 C C C@H1 Branch1 C O C@ Ring2 Ring2 #C Branch1 C C O
4843,C N Branch1 C C C@@H1 C =Branch1 C =O C Branch1 =Branch1 C Branch1 C N =O =C Branch1 C O C@@ Branch1 C O C =Branch1 C =O C =C Branch1 C O C =C Branch1 C O C =C C =C Ring1 #Branch1 C@@ Branch1 C C Branch1 C O C Ring1 =C C@H1 Branch1 C O C@@H1 Ring2 Ring1 =C Ring2 Ring1 Branch1
5820,C O C =C C =C C Branch2 Ring2 C C C C =C C =C C =C Ring1 =Branch1 O C C Branch1 #Branch1 C N Branch1 C C C O C =Branch1 C =O C C C =Branch1 C =O O =C Ring2 Ring1 =N
6792,C =C C =C C =Branch1 Ring2 =C Ring1 =Branch1 C C N C C N C C@@H1 Ring1 O Ring1 =Branch1
4866,C O /N =C Branch2 Ring1 =Branch2 /C =Branch1 C =O N C@@H1 C =Branch1 C =O N Branch1 Branch2 O C C =Branch1 C =O O C@H1 Ring1 #Branch2 C C =C S C Branch1 C N =N Ring1 =Branch1
4126,C C =Branch2 Branch1 =N =C Branch1 S C C O C =Branch1 C =O C =C C =C C =C Ring1 =Branch1 S S C Branch1 S C C O C =Branch1 C =O C =C C =C C =C Ring1 =Branch1 =C Branch1 C C N Branch1 Ring1 C =O C C =C N =C Branch1 C C N =C Ring1 #Branch1 N N Branch1 Ring1 C =O C C =C N =C Branch1 C C N =C Ring1 #Branch1 N
6269,C C O C =Branch1 C =O O C@ Branch1 Branch2 C =Branch1 C =O O C Cl C C C@@H1 C@H1 C C C =C C =Branch1 C =O C =C C@ Ring1 #Branch1 Branch1 C C C@@H1 Ring1 N C@H1 Branch1 C O C C@@ Ring1 P Ring2 Ring1 =Branch2 C
1295,C C Branch1 #Branch2 C N C C O C C Ring1 =Branch1 C Branch1 N C =Branch1 C =O N C C C C Ring1 Branch1 Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C =C C =C C =C Ring1 =Branch1
1439,C C C =Branch1 C =O O C@ Branch1 Branch2 C =Branch1 C =O S C F C@H1 Branch1 C C C C@H1 C@@H1 C C@H1 Branch1 C F C =C C =Branch1 C =O C =C C@ Ring1 #Branch1 Branch1 C C C@@ Ring1 =N Branch1 C F C@@H1 Branch1 C O C C@@ Ring2 Ring1 Ring1 Ring2 Ring1 N C
5229,C C O C =Branch1 C =O C =C C Branch1 =Branch2 O C Branch1 Ring1 C C C C C Branch1 #Branch1 N C Branch1 C C =O C Branch1 C N C Ring1 P
2917,C C C C C =Branch1 C =O C =C Ring1 #Branch1 C C C@H1 C@@H1 Ring1 O C C C Branch1 C C C@H1 Ring1 #Branch1 C C C Ring1 =Branch1 Branch1 C C O
1559,C C C N Branch1 =Branch2 C =C C =N C =C Ring1 =Branch1 N C =C C =C C =C C =C Ring1 =Branch1 Ring1 =Branch2
1565,C C C N C =Branch1 C =O C =C C =C C =Branch1 Ring2 =C Ring1 =Branch1 N Branch1 =N C@H1 Branch1 C C C N C C C C Ring1 Branch1 C =C C =C C =C Ring1 =Branch1 S Ring2 Ring1 Ring1
5857,C C =C N Branch1 #C C C C Branch1 C O C Branch1 Ring1 C O O Ring1 Branch2 C =Branch1 C =O NH1 C Ring1 #C =O
4677,O =C Branch1 C O C =C C =Branch1 C =O C =C O Ring1 #Branch1
790,F C Branch1 C F O C Branch1 C Cl C Branch1 C F Branch1 C F F
3538,C C@H1 Branch1 C N C C =C C =C Branch1 C O C =C Ring1 #Branch1
7129,C C C C =C C Branch1 =Branch1 C Branch1 C N =S =C C =N Ring1 =Branch2
5430,O C Branch1 Ring1 C Br C Branch1 C O C Branch1 C O C Branch1 C O C Br
494,C C C@ Branch1 C O C C@@H1 C N Branch2 #Branch1 #C C C C =C Branch1 N NH1 C =C C =C C =C Ring1 =Branch2 Ring1 =Branch1 C@@ Branch1 #Branch1 C =Branch1 C =O O C Branch2 Branch1 =C C =C C =C Branch1 #Branch1 C =C Ring1 =Branch1 O C N Branch1 C C C@H1 C@@ Branch1 C O Branch1 #Branch1 C =Branch1 C =O O C C@H1 Branch1 #Branch1 O C Branch1 C C =O C@ Branch1 Ring1 C C C =C C N C C C@ Ring2 Ring1 =C Ring2 Ring1 =Branch1 C@@H1 Ring1 Branch1 Ring1 O C Ring2 Branch1 Branch1 C Ring2 Branch1 =Branch2
3095,C C O C =Branch1 C =O C C@@H1 Branch1 C O C C@H1 Branch1 C O /C =C \C =C Branch1 N C =C C =C Branch1 C F C =C Ring1 #Branch1 C =C C =C C =C Ring1 =Branch1 O C Ring1 P C C C C Ring1 Branch1
7097,C C C C C O C =Branch1 C =O N C =N C =Branch1 C =O N Branch1 #C C@@H1 O C@@H1 Branch1 C C C@@H1 Branch1 C O C@H1 Ring1 #Branch1 O C =C Ring1 #C F
5423,O =N+1 Branch1 C O-1 O C C Branch1 Branch2 C O N+1 =Branch1 C =O O-1 Branch1 Branch2 C O N+1 =Branch1 C =O O-1 C O N+1 =Branch1 C =O O-1
7137,C C N Branch1 Ring1 C C C =Branch1 C =O C@H1 C@@H1 C =C C@H1 Branch1 Ring2 C Ring1 Branch1 C@H1 Ring1 #Branch1 C =Branch1 C =O N Branch1 Ring1 C C C C
6565,C C@@H1 C C@@H1 C@H1 C C C =C C =Branch1 C =O C =C C@@ Ring1 #Branch1 Branch1 C C C@ Ring1 N Branch1 C F C@@H1 Branch1 C O C C@@ Ring2 Ring1 C Branch1 C C C@ Ring2 Ring1 =Branch1 Branch1 C C C =Branch1 C =O C O
6601,C C@@ C C C =Branch1 C =O C =C Ring1 #Branch1 C C C@H1 C@H1 Ring1 O C@@H1 C C@ Branch1 Branch2 C@@H1 Branch1 C O O Ring1 =Branch1 C@@H1 Branch1 #Branch1 C =Branch1 C =O C O C C C@H1 Ring1 S Ring1 N
7518,C C@H1 Branch1 C O C@H1 C =Branch1 C =O N C Branch1 =Branch1 C =Branch1 C =O O =C Branch1 #Branch1 S C C N =C N C C@@H1 Ring1 P Ring1 =C
897,C N C =Branch1 C =O C =C Branch2 Ring1 C N C C C C C Branch1 =Branch1 C C C Ring1 Ring2 C C Ring1 =Branch2 N =C Branch1 Ring1 C #N N =C Ring2 Ring1 Ring1 O C C O
5866,C C =N C =C Branch1 Ring1 C O C Branch1 Ring1 C =O =C Ring1 #Branch2 O
4384,C C C C C C Branch2 Ring1 P C =Branch1 C =O N C Branch1 =Branch1 C Branch1 C C Cl C O C Branch1 Ring1 S C C Branch1 C O C Branch1 C O C Ring1 #Branch2 O N Branch1 C C C Ring2 Ring1 Branch2
7634,N C C@H1 O C@@H1 Branch2 Ring2 =Branch2 O C@@H1 C@@H1 Branch1 C O C@H1 Branch2 Ring1 Branch1 O C@H1 O C@@H1 Branch1 Ring1 C O C@H1 Branch1 C O C@H1 Branch1 C N C@@H1 Ring1 #Branch2 O C@@H1 Branch1 C N C C@H1 Ring2 Ring1 Ring2 N C@H1 Branch1 C O C@H1 Branch1 C O C@@H1 Ring2 Ring1 =C O
1207,C C =Branch1 C =O C@H1 C C C@H1 C@@H1 C C C@@H1 C C@H1 Branch1 C O C C C@ Ring1 #Branch1 Branch1 C C C@H1 Ring1 N C C C@ Ring2 Ring1 Ring1 Ring1 S C
2171,C C =C C =Branch1 C =O O C =C C Branch1 C O =C C =C Ring1 N Ring1 #Branch1
3836,C C C C N Branch2 Ring1 P C =C C =C Branch2 Ring1 Branch1 C@@H1 Branch1 C C N C =Branch1 C =O C C S C =C C =C C =C Ring1 =Branch1 C =C Ring2 Ring1 Ring2 C C Ring2 Ring1 #Branch2
4043,C C =C C =C Branch2 Ring1 =Branch2 S =Branch1 C =O =Branch1 C =O C@H1 C@H1 Branch1 Ring1 C N C@@H1 Ring1 Branch1 C =C C =C C =C Ring1 =Branch1 C =C Ring2 Ring1 Ring2
2322,N C C O C Branch2 Ring2 =Branch2 O C C Branch1 C N C C Branch1 C N C Branch2 Ring1 Branch1 O C O C Branch1 Ring1 C O C Branch1 C O C Branch1 C N C Ring1 #Branch2 O C Ring2 Ring1 Ring2 O C Branch1 C O C Branch1 C O C Ring2 Ring1 =C O
5849,C C =C C =C Branch2 Ring2 #Branch1 C =Branch1 C =O N C =C C =C Branch1 =N C N C C N Branch1 C C C C Ring1 #Branch1 C Branch1 =Branch2 C Branch1 C F Branch1 C F F =C Ring2 Ring1 C C =C Ring2 Ring1 O C #C C =C N =C C =C C =N N Ring1 =Branch2 Ring1 =Branch1
7369,C O C C =C Branch2 Ring1 Branch1 C =Branch1 C =O O C@H1 Branch1 C C O C =Branch1 C =O O C Branch1 C C C N C =Branch1 C =O C@H1 Branch2 Ring1 =Branch1 N C =Branch1 C =O C =Branch1 Ring2 =N O C C =C S C Branch1 C N =N Ring1 =Branch1 C@@H1 Ring2 Ring1 C S C Ring2 Ring2 C
2680,C =C C@@H1 Branch1 C N C C C =Branch1 C =O O
438,C C C C Branch1 C C Branch1 Branch2 C O C Branch1 C N =O C O C Branch1 C N =O
34,C N =C Branch1 Ring2 N C #N N C =C C =C C Branch1 S C =C S C Branch1 #Branch1 N =C Branch1 C N N =N Ring1 =Branch2 =C Ring1 #C
2732,C C =Branch1 C =O O C C =Branch1 C =O C O C Branch1 C C Branch1 C C O C@H1 Ring1 #Branch1 C C@H1 C@@H1 C C Branch1 Ring1 C =O =C C =C Branch1 Branch1 O C C Cl C C C Ring1 #Branch2 Branch1 C C C Ring1 P Branch1 C F C Branch1 C O C C Ring2 Ring1 #Branch1 Ring2 Ring1 #C C
2882,C C Branch1 C C S C@H1 C Branch2 Ring2 #Branch2 N C =Branch1 C =O C@@H1 Branch2 Ring1 =Branch2 N C =Branch1 C =O C C =C C =C Branch1 =Branch2 C =N C C C N Ring1 =Branch1 C =C Ring1 N C =C C =C C =C Ring1 =Branch1 C =Branch1 C =O N Ring2 Ring1 #C C@H1 Ring2 Ring2 Ring1 C =Branch1 C =O O
2833,C C /C =C Branch2 Ring2 Branch1 /C =Branch1 C =O N C C =Branch1 C =O N C Branch1 =Branch1 C =Branch1 C =O O =C Branch1 Branch2 C O C Branch1 C N =O C S C@@H1 Ring1 P Ring1 =C C =C S C Branch1 C N =N Ring1 =Branch1
3833,C C Branch1 C C C =C C =C Branch2 Ring1 #Branch1 C C C N C =Branch1 C =O C@@H1 Branch1 C C S C C =C C =C C =C Ring1 =Branch1 C =C Ring2 Ring1 =Branch1
6323,C C C@H1 O C =Branch1 C =O C@@H1 Branch1 C C C@H1 Branch2 Ring1 #Branch1 O C@H1 C C@@ Branch1 C C Branch1 Ring1 O C C@@H1 Branch1 C O C@H1 Branch1 C C O Ring1 O C@@H1 Branch1 C C C@H1 Branch2 Ring1 Branch1 O C@H1 O C@H1 Branch1 C C C C@H1 Branch1 =Branch1 N Branch1 C C C C@@H1 Ring1 #Branch2 O C@ Branch1 C C Branch1 Ring1 O C C C@H1 Branch1 C C C =Branch1 C =O C@H1 Branch1 C C C@@H1 Branch1 C O C@@ Ring2 Ring2 S Branch1 C C O
4848,C N C C C@ C =C C =C C Branch1 C O =C Ring1 #Branch1 O C@H1 Ring1 #Branch2 C C C C@H1 Ring1 =C C@H1 Ring2 Ring1 C C Ring1 =C
1525,C C C C C C C C C C =Branch1 C =O O C Branch1 N C =C C =C Branch1 C Cl C =C Ring1 #Branch1 C C N Branch2 Ring1 Ring1 C C C C =Branch1 C =O C =C C =C Branch1 C F C =C Ring1 #Branch1 C C Ring2 Ring1 =Branch2
6581,C C@@H1 O C@ Branch2 Ring1 Ring2 C C C C C@H1 Ring1 =Branch1 O C =C C =C C Branch1 C Cl =C Ring1 #Branch1 N C Ring2 Ring1 C =O
5008,O C =C C =C C =C Ring1 =Branch1 O C@H1 C@@H1 Branch1 C O C =C C@H1 C@@H1 Branch1 Ring2 C Ring1 N N C C C@ Ring1 #C Ring1 N Ring1 #Branch1
5922,O =C Branch1 N C C C C =C C =C C =C Ring1 =Branch1 O C C Branch2 Ring1 C C O C =Branch1 C =O C C C C =C C =C C =C Ring1 =Branch1 O C =Branch1 C =O C C C C =C C =C C =C Ring1 =Branch1
7301,C N C C@@H1 Branch2 Ring2 #C C =Branch1 C =O N C@ Branch1 C C O C@@ Branch1 C O C@@H1 C C C N Ring1 Branch1 C =Branch1 C =O C@@H1 Branch1 #Branch2 C C =C C =C C =C Ring1 =Branch1 N Ring2 Ring1 C C Ring2 Ring1 =Branch1 =O C =C C =C C =C C NH1 C =C Branch1 =Branch1 C Ring1 =Branch2 =Ring1 Branch1 C C@@H1 Ring1 N Ring2 Ring2 #Branch2
2110,C C@@H1 C C@H1 C@@H1 C C@H1 Branch1 C F C =C C =Branch1 C =O C =C C@ Ring1 #Branch1 Branch1 C C C Ring1 =N Branch1 C Cl C@@H1 Branch1 C F C C@ Ring2 Ring1 Ring1 Branch1 C C C@H1 Ring2 Ring1 #Branch1 C =Branch1 C =O C O
5615,C C =Branch1 C =O O C C C Branch1 C C C Branch2 Ring1 P C C Branch1 C O C C Branch1 C C C C C Branch1 C O C Branch1 C C C Ring1 =Branch2 C C C Ring1 =N Ring2 Ring1 Ring1 C /C Ring2 Ring1 #Branch1 =C Branch1 =Branch2 /C C C =C Branch1 C C C C =Branch1 C =O O
3888,C C C@H1 Branch2 Ring1 =Branch1 N C =Branch1 C =O C =C C Branch1 =Branch1 N+1 =Branch1 C =O O-1 =C C =C Ring1 =Branch2 Cl C =C C =C Branch1 C C C =C Ring1 #Branch1 C
2394,O =C Branch1 S C C =C C =C Branch1 C Cl C Branch1 C Cl =C Ring1 Branch2 N C C N C =C N =C Ring1 Branch1 C@H1 Ring1 =Branch2 C N C C C@@H1 Branch1 C O C Ring1 =Branch1
2263,F C =C C =C Branch2 Ring2 Ring2 C =C C =C Branch2 Ring1 =Branch2 C N C C N Branch1 =C C =C C =C C C =C O C Ring1 =Branch2 =Ring1 Branch1 C C Ring1 #C NH1 Ring2 Ring1 Branch1 C =C Ring2 Ring1 O
3353,C O C Branch2 Ring1 O N C =Branch1 C =O C S C =Branch1 =C =C Branch1 =Branch1 C Branch1 C N =O C =Branch1 C =O O S Ring1 O C =Branch1 C =O N C Branch1 =Branch1 C =Branch1 C =O O =C Branch1 O C S C =N N =N N Ring1 Branch1 C C S C@H1 Ring1 P Ring2 Ring2 C
950,C N Branch1 C C C C =C C =C Branch2 Ring1 =Branch2 C =Branch1 C =O N C =C C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 =C C =C Ring1 N N C =C Ring2 Ring1 =Branch1
5777,C O /N =C Branch2 Ring2 Branch1 /C =Branch1 C =O N C C =Branch1 C =O N C Branch1 =Branch1 C =Branch1 C =O O =C Branch1 Branch2 C O C Branch1 C N =O C S C Ring1 P Ring1 =C C =C C =C O Ring1 Branch1
7331,C N C@H1 C@H1 Branch1 C O C@H1 Branch2 Ring2 C O C@@H1 C@@H1 Branch1 C O C@H1 Branch1 #C O C@H1 O C@@H1 Branch1 Ring1 C N C C C@@H1 Ring1 Branch2 N C@@H1 Branch1 C N C C@H1 Ring2 Ring1 C N O C C@@ Ring2 Ring1 O Branch1 C C O
5347,C N C =Branch1 C =O C =C Branch1 =N N =C N Ring1 Branch1 C C Branch1 C O C O N Branch1 C C C Ring1 S =O
1818,C N C C C C Ring1 Branch1 C C Branch2 Ring1 =Branch1 O C =Branch1 C =O C Branch1 C C Branch1 Ring1 C O C =C C =C C =C Ring1 =Branch1 C Ring2 Ring1 Ring2
4478,C N C C C =C C =C C =C Ring1 =Branch1 C Ring1 #Branch2 C C =C C =C Branch1 C O C Branch1 C O =C Ring1 Branch2 Ring1 N
4544,C O N =C Branch2 Branch1 C C =Branch1 C =O N C C =Branch1 C =O N C Branch1 =Branch1 C =Branch1 C =O O =C Branch2 Ring1 C C S C =N C =Branch1 C =O C =Branch1 C =O NH1 N Ring1 Branch2 C C S C Ring2 Ring1 #Branch1 Ring2 Ring1 Ring2 C =C S C Branch1 C N =N Ring1 =Branch1
248,C C@@H1 C C C N Ring1 Branch1 C C C O C =C C =C Branch2 Ring1 N N C C N Branch1 P C =Branch1 C =O C =C C =C Branch1 C F C =C Ring1 #Branch1 F C C Ring1 S =O C =C Ring2 Ring1 #Branch1
2517,O C Branch1 =Branch2 C N C =C N =C Ring1 Branch1 C =C C =C Branch1 O C C C =C C =C C =C Ring1 =Branch1 C =C Ring1 =C
4662,O-1 N+1 =C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C =C C Branch1 C Cl =C C =C Ring1 #Branch1 N =C Branch1 Branch2 N C C C C Ring1 Ring1 C Ring2 Ring1 #Branch1
7756,C =C C =C NH1 C Branch1 Branch2 C =C S C =N Ring1 Branch1 =N C Ring1 #Branch2 =C Ring1 =C
7622,N C C =Branch1 C =O O
1311,C C Branch1 #Branch2 C C =C C =C C =C Ring1 =Branch1 N+1 C =C Branch1 #C N C =Branch1 C =O N C =C C =C C =C Ring1 =Branch1 O N =Ring1 #C
348,C C Branch1 C C S S C Branch1 C C Branch1 C C C@@H1 Branch1 =Branch1 C =Branch1 C =O O N C =Branch1 C =O C Branch1 #Branch2 C C =C C =C C =C Ring1 =Branch1 N C =Branch1 C =O C N C =Branch1 C =O C@@H1 Ring2 Ring1 =C N C =Branch1 C =O C Branch1 C N C C =C C =C Branch1 C O C =C Ring1 #Branch1
142,C C =C C =C Branch2 Ring2 Ring2 C =C C Branch1 =Branch2 C Branch1 C F Branch1 C F F =N N Ring1 =Branch2 C =C C =C Branch1 =Branch2 S Branch1 C N =Branch1 C =O =O C =C Ring1 #Branch2 C =C Ring2 Ring1 =Branch2
4164,C C =Branch1 C =O O C C =Branch1 C =O C Branch1 C O C Branch1 C C C C C C C Branch1 C F C =C C =Branch1 C =O C =C C Ring1 #Branch1 Branch1 C C C Ring1 =N C Branch1 C O C C Ring2 Ring1 C Ring2 Ring1 #Branch1 C
1853,C N C C N Branch2 Ring2 #Branch1 C C /C =C \C =C C =C C =C Ring1 =Branch1 S C =C C =C Branch1 =N S =Branch1 C =O =Branch1 C =O N Branch1 C C C C =C Ring1 N Ring2 Ring1 Ring2 C C Ring2 Ring1 =N
2585,C C Branch1 S C Branch1 C O C =C C =C Branch1 C O C =C Ring1 #Branch1 N C C C Branch1 #Branch2 C C =C C =C C =C Ring1 =Branch1 C C Ring1 =N
1619,C C N C =Branch1 C =O N C C N Branch2 Ring1 =N C C C C Branch1 N C =C C =C Branch1 C F C =C Ring1 #Branch1 C =C C =C Branch1 C F C =C Ring1 #Branch1 C C Ring2 Ring1 Branch2
637,O =C C =C Branch2 Ring1 #Branch1 N C C C N Branch1 N C /C =C /C =C C =C C =C Ring1 =Branch1 C C Ring1 #C C =C C Branch1 C Cl =C C =C Ring1 #Branch1 O Ring2 Ring1 O
1350,C C Branch1 C C S C@@H1 C@H1 Branch2 Ring1 #Branch2 N C =Branch1 C =O C Branch1 #Branch2 O C =C C =C C =C Ring1 =Branch1 C =C C =C C =C Ring1 =Branch1 C =Branch1 C =O N Ring2 Ring1 =Branch1 C@H1 Ring2 Ring1 #Branch2 C =Branch1 C =O O
6794,C =C C =C C =Branch1 Ring2 =C Ring1 =Branch1 C C C =C C =C C =C Ring1 =Branch1 N Ring1 N C@@H1 C N C C C Ring1 =Branch1 C C Ring1 =Branch1
923,C C C C C C C
5158,C C C C C =N NH1 C =Ring1 Branch1 C C Ring1 =Branch2 C C C C Ring1 =N C C C Branch1 C C C Ring1 #Branch1 C C C Ring1 =Branch1 Branch1 C C O
1292,C C Branch1 #Branch1 C N Branch1 C C C O C Branch1 C C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C =C C =C Branch1 C Cl C =C Ring1 #Branch1
